0.0097	0.0003	0.0002	0.0003	0.0010	0.0002	0.0001	0.0002	0.0182	0.0007	0.0006	0.0009	0.0052	0.0006	0.0004	0.0007	0.0770	0.0048	0.0023	0.0108	0.0790	0.0029	0.0016	0.0138	0.0072	0.0002	0.0001	0.0002	0.0007	0.0002	0.0001	0.0002	0.0122	0.0006	0.0004	0.0007	0.0025	0.0005	0.0003	0.0005	0.0640	0.0030	0.0017	0.0035	0.0647	0.0023	0.0012	0.0040
0.0109	0.0003	0.0002	0.0003	0.0012	0.0002	0.0001	0.0003	0.0211	0.0008	0.0006	0.0010	0.0067	0.0007	0.0004	0.0009	0.0822	0.0071	0.0025	0.0136	0.0847	0.0036	0.0017	0.0170	0.0079	0.0002	0.0001	0.0002	0.0008	0.0002	0.0001	0.0002	0.0138	0.0006	0.0005	0.0007	0.0031	0.0006	0.0003	0.0005	0.0681	0.0038	0.0019	0.0042	0.0697	0.0025	0.0013	0.0054
0.0124	0.0003	0.0002	0.0004	0.0014	0.0003	0.0002	0.0003	0.0247	0.0009	0.0007	0.0011	0.0087	0.0007	0.0005	0.0012	0.0871	0.0112	0.0026	0.0178	0.0905	0.0047	0.0019	0.0209	0.0086	0.0002	0.0002	0.0003	0.0009	0.0002	0.0001	0.0002	0.0158	0.0007	0.0005	0.0008	0.0040	0.0006	0.0004	0.0006	0.0725	0.0053	0.0021	0.0054	0.0748	0.0030	0.0015	0.0072
0.0146	0.0004	0.0003	0.0004	0.0017	0.0003	0.0002	0.0003	0.0288	0.0010	0.0008	0.0013	0.0112	0.0008	0.0006	0.0016	0.0911	0.0178	0.0030	0.0237	0.0972	0.0069	0.0021	0.0266	0.0094	0.0003	0.0002	0.0003	0.0010	0.0002	0.0001	0.0002	0.0181	0.0008	0.0006	0.0009	0.0050	0.0007	0.0004	0.0006	0.0774	0.0081	0.0023	0.0072	0.0799	0.0037	0.0016	0.0095
0.0171	0.0004	0.0003	0.0005	0.0020	0.0003	0.0002	0.0004	0.0339	0.0011	0.0009	0.0015	0.0144	0.0009	0.0006	0.0023	0.0942	0.0273	0.0036	0.0314	0.1053	0.0111	0.0026	0.0348	0.0106	0.0003	0.0002	0.0003	0.0012	0.0002	0.0001	0.0002	0.0211	0.0008	0.0006	0.0009	0.0066	0.0007	0.0004	0.0007	0.0825	0.0124	0.0025	0.0094	0.0852	0.0051	0.0017	0.0124
0.0204	0.0004	0.0003	0.0005	0.0025	0.0003	0.0002	0.0005	0.0400	0.0014	0.0010	0.0019	0.0181	0.0010	0.0007	0.0037	0.0962	0.0408	0.0045	0.0419	0.1144	0.0181	0.0032	0.0460	0.0121	0.0003	0.0002	0.0004	0.0014	0.0003	0.0002	0.0003	0.0246	0.0010	0.0007	0.0010	0.0085	0.0008	0.0005	0.0008	0.0874	0.0186	0.0026	0.0122	0.0909	0.0076	0.0019	0.0160
0.0244	0.0005	0.0004	0.0006	0.0031	0.0004	0.0003	0.0007	0.0478	0.0018	0.0011	0.0026	0.0231	0.0011	0.0008	0.0055	0.0979	0.0582	0.0060	0.0584	0.1227	0.0298	0.0045	0.0602	0.0140	0.0004	0.0003	0.0004	0.0017	0.0003	0.0002	0.0003	0.0292	0.0011	0.0008	0.0011	0.0110	0.0009	0.0006	0.0010	0.0914	0.0274	0.0030	0.0163	0.0977	0.0116	0.0021	0.0204
0.0294	0.0006	0.0004	0.0007	0.0040	0.0005	0.0003	0.0009	0.0570	0.0027	0.0013	0.0040	0.0288	0.0014	0.0009	0.0086	0.0992	0.0783	0.0111	0.0830	0.1277	0.0479	0.0087	0.0756	0.0165	0.0004	0.0003	0.0004	0.0020	0.0003	0.0002	0.0003	0.0349	0.0014	0.0009	0.0013	0.0142	0.0010	0.0006	0.0013	0.0943	0.0394	0.0036	0.0225	0.1057	0.0177	0.0025	0.0264
0.0352	0.0007	0.0005	0.0009	0.0051	0.0005	0.0004	0.0015	0.0677	0.0050	0.0015	0.0065	0.0361	0.0019	0.0011	0.0137	0.1004	0.0991	0.0296	0.1121	0.1296	0.0719	0.0235	0.0871	0.0196	0.0005	0.0003	0.0005	0.0025	0.0004	0.0002	0.0004	0.0420	0.0019	0.0009	0.0015	0.0181	0.0011	0.0007	0.0018	0.0963	0.0547	0.0045	0.0311	0.1145	0.0275	0.0032	0.0356
0.0422	0.0010	0.0006	0.0012	0.0068	0.0006	0.0004	0.0026	0.0786	0.0108	0.0019	0.0113	0.0450	0.0034	0.0014	0.0217	0.1016	0.1145	0.0794	0.1327	0.1299	0.0936	0.0583	0.0924	0.0236	0.0006	0.0004	0.0005	0.0031	0.0004	0.0003	0.0004	0.0496	0.0030	0.0011	0.0018	0.0230	0.0014	0.0008	0.0026	0.0979	0.0722	0.0061	0.0439	0.1226	0.0420	0.0042	0.0482
